# Intensity Error [0,K,0] DeltaE [0,0,L] [H,0,0]
#  shape: 160x80x1x1
3.880450e-05 2.282650e-05 -9.875010e-01 1.725000e+00 0.000000e+00 0.000000e+00
4.816062e-05 1.913834e-05 -9.875010e-01 1.775000e+00 0.000000e+00 0.000000e+00
8.885389e-05 2.327238e-05 -9.875010e-01 1.825000e+00 0.000000e+00 0.000000e+00
7.116819e-05 1.698703e-05 -9.875010e-01 1.875000e+00 0.000000e+00 0.000000e+00
8.299501e-05 2.272394e-05 -9.875010e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.056047e-04 2.182394e-05 -9.875010e-01 1.975000e+00 0.000000e+00 0.000000e+00
1.270074e-04 2.436095e-05 -9.875010e-01 2.025000e+00 0.000000e+00 0.000000e+00
3.967975e-05 2.486584e-05 -9.875010e-01 2.075000e+00 0.000000e+00 0.000000e+00
7.919967e-05 2.448423e-05 -9.875010e-01 2.125000e+00 0.000000e+00 0.000000e+00
1.399758e-04 2.739969e-05 -9.875010e-01 2.175000e+00 0.000000e+00 0.000000e+00
1.326511e-04 2.148773e-05 -9.875010e-01 2.225000e+00 0.000000e+00 0.000000e+00
1.323493e-04 2.325950e-05 -9.875010e-01 2.275000e+00 0.000000e+00 0.000000e+00
7.003908e-05 2.223095e-05 -9.875010e-01 2.325000e+00 0.000000e+00 0.000000e+00
1.396046e-04 2.463844e-05 -9.875010e-01 2.375000e+00 0.000000e+00 0.000000e+00
9.767818e-05 2.603798e-05 -9.875010e-01 2.425000e+00 0.000000e+00 0.000000e+00
1.648671e-04 2.592234e-05 -9.875010e-01 2.475000e+00 0.000000e+00 0.000000e+00
1.404558e-04 2.606228e-05 -9.875010e-01 2.525000e+00 0.000000e+00 0.000000e+00
1.114309e-04 2.492706e-05 -9.875010e-01 2.575000e+00 0.000000e+00 0.000000e+00
1.290127e-04 2.915138e-05 -9.875010e-01 2.625000e+00 0.000000e+00 0.000000e+00
1.676262e-04 2.988942e-05 -9.875010e-01 2.675000e+00 0.000000e+00 0.000000e+00
2.342669e-04 3.450535e-05 -9.875010e-01 2.725000e+00 0.000000e+00 0.000000e+00
3.040174e-04 3.475581e-05 -9.875010e-01 2.775000e+00 0.000000e+00 0.000000e+00
4.546183e-04 3.740087e-05 -9.875010e-01 2.825000e+00 0.000000e+00 0.000000e+00
5.401695e-04 4.023931e-05 -9.875010e-01 2.875000e+00 0.000000e+00 0.000000e+00
5.963158e-04 4.342417e-05 -9.875010e-01 2.925000e+00 0.000000e+00 0.000000e+00
5.773765e-04 4.246116e-05 -9.875010e-01 2.975000e+00 0.000000e+00 0.000000e+00
6.076124e-04 4.317635e-05 -9.875010e-01 3.025000e+00 0.000000e+00 0.000000e+00
6.756354e-04 4.268981e-05 -9.875010e-01 3.075000e+00 0.000000e+00 0.000000e+00
5.796138e-04 4.153011e-05 -9.875010e-01 3.125000e+00 0.000000e+00 0.000000e+00
4.759771e-04 3.950099e-05 -9.875010e-01 3.175000e+00 0.000000e+00 0.000000e+00
4.609687e-04 3.981784e-05 -9.875010e-01 3.225000e+00 0.000000e+00 0.000000e+00
4.282831e-04 3.810032e-05 -9.875010e-01 3.275000e+00 0.000000e+00 0.000000e+00
3.148176e-04 3.243297e-05 -9.875010e-01 3.325000e+00 0.000000e+00 0.000000e+00
2.952272e-04 3.268271e-05 -9.875010e-01 3.375000e+00 0.000000e+00 0.000000e+00
2.549716e-04 2.729375e-05 -9.875010e-01 3.425000e+00 0.000000e+00 0.000000e+00
2.317898e-04 2.909437e-05 -9.875010e-01 3.475000e+00 0.000000e+00 0.000000e+00
1.698258e-04 2.449080e-05 -9.875010e-01 3.525000e+00 0.000000e+00 0.000000e+00
1.916969e-04 3.026823e-05 -9.875010e-01 3.575000e+00 0.000000e+00 0.000000e+00
2.258564e-04 3.210231e-05 -9.875010e-01 3.625000e+00 0.000000e+00 0.000000e+00
2.558926e-04 3.588834e-05 -9.875010e-01 3.675000e+00 0.000000e+00 0.000000e+00
2.542331e-04 3.778662e-05 -9.875010e-01 3.725000e+00 0.000000e+00 0.000000e+00
1.486763e-04 3.828788e-05 -9.875010e-01 3.775000e+00 0.000000e+00 0.000000e+00
9.832389e-05 3.868166e-05 -9.875010e-01 3.825000e+00 0.000000e+00 0.000000e+00
1.559211e-04 4.348602e-05 -9.875010e-01 3.875000e+00 0.000000e+00 0.000000e+00
2.256497e-04 4.594532e-05 -9.875010e-01 3.925000e+00 0.000000e+00 0.000000e+00
2.703327e-04 5.631615e-05 -9.875010e-01 3.975000e+00 0.000000e+00 0.000000e+00
3.393529e-01 8.300146e-04 -9.625010e-01 2.500000e-02 0.000000e+00 0.000000e+00
3.297407e-01 7.628791e-04 -9.625010e-01 7.500000e-02 0.000000e+00 0.000000e+00
1.443926e-01 4.678183e-04 -9.625010e-01 1.250000e-01 0.000000e+00 0.000000e+00
2.872107e-02 1.721898e-04 -9.625010e-01 1.750000e-01 0.000000e+00 0.000000e+00
8.047863e-03 1.093057e-04 -9.625010e-01 2.250000e-01 0.000000e+00 0.000000e+00
4.089779e-03 7.900679e-05 -9.625010e-01 2.750000e-01 0.000000e+00 0.000000e+00
1.954106e-03 5.407700e-05 -9.625010e-01 3.250000e-01 0.000000e+00 0.000000e+00
9.774133e-04 3.929999e-05 -9.625010e-01 3.750000e-01 0.000000e+00 0.000000e+00
7.072731e-04 3.580321e-05 -9.625010e-01 4.250000e-01 0.000000e+00 0.000000e+00
4.566414e-04 2.810132e-05 -9.625010e-01 4.750000e-01 0.000000e+00 0.000000e+00
2.856881e-04 2.444198e-05 -9.625010e-01 5.250000e-01 0.000000e+00 0.000000e+00
2.152041e-04 2.220466e-05 -9.625010e-01 5.750000e-01 0.000000e+00 0.000000e+00
1.717065e-04 1.973762e-05 -9.625010e-01 6.250000e-01 0.000000e+00 0.000000e+00
1.496459e-04 1.911651e-05 -9.625010e-01 6.750000e-01 0.000000e+00 0.000000e+00
1.339081e-04 1.875764e-05 -9.625010e-01 7.250000e-01 0.000000e+00 0.000000e+00
9.798621e-05 1.720598e-05 -9.625010e-01 7.750000e-01 0.000000e+00 0.000000e+00
7.691316e-05 1.555217e-05 -9.625010e-01 8.250000e-01 0.000000e+00 0.000000e+00
9.319750e-05 1.997526e-05 -9.625010e-01 8.750000e-01 0.000000e+00 0.000000e+00
6.421694e-05 1.478575e-05 -9.625010e-01 9.250000e-01 0.000000e+00 0.000000e+00
6.217002e-05 1.546293e-05 -9.625010e-01 9.750000e-01 0.000000e+00 0.000000e+00
7.576523e-05 1.668961e-05 -9.625010e-01 1.025000e+00 0.000000e+00 0.000000e+00
5.904661e-05 1.599045e-05 -9.625010e-01 1.075000e+00 0.000000e+00 0.000000e+00
6.340060e-05 1.691672e-05 -9.625010e-01 1.125000e+00 0.000000e+00 0.000000e+00
5.790347e-05 1.229059e-05 -9.625010e-01 1.175000e+00 0.000000e+00 0.000000e+00
3.991183e-05 1.405953e-05 -9.625010e-01 1.225000e+00 0.000000e+00 0.000000e+00
8.526537e-05 1.593005e-05 -9.625010e-01 1.275000e+00 0.000000e+00 0.000000e+00
5.412305e-05 1.514774e-05 -9.625010e-01 1.325000e+00 0.000000e+00 0.000000e+00
6.789134e-05 1.766952e-05 -9.625010e-01 1.375000e+00 0.000000e+00 0.000000e+00
4.736028e-05 1.586714e-05 -9.625010e-01 1.425000e+00 0.000000e+00 0.000000e+00
7.945856e-05 2.077497e-05 -9.625010e-01 1.475000e+00 0.000000e+00 0.000000e+00
6.030315e-05 2.202098e-05 -9.625010e-01 1.525000e+00 0.000000e+00 0.000000e+00
6.156229e-05 1.960266e-05 -9.625010e-01 1.575000e+00 0.000000e+00 0.000000e+00
9.780640e-05 1.843739e-05 -9.625010e-01 1.625000e+00 0.000000e+00 0.000000e+00
1.173303e-04 2.179558e-05 -9.625010e-01 1.675000e+00 0.000000e+00 0.000000e+00
6.630540e-05 1.776177e-05 -9.625010e-01 1.725000e+00 0.000000e+00 0.000000e+00
1.102916e-05 2.372362e-05 -9.625010e-01 1.775000e+00 0.000000e+00 0.000000e+00
8.378960e-05 2.070262e-05 -9.625010e-01 1.825000e+00 0.000000e+00 0.000000e+00
9.807650e-05 2.068062e-05 -9.625010e-01 1.875000e+00 0.000000e+00 0.000000e+00
7.745554e-05 2.212879e-05 -9.625010e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.232747e-04 1.807181e-05 -9.625010e-01 1.975000e+00 0.000000e+00 0.000000e+00
1.885268e-04 2.415224e-05 -9.625010e-01 2.025000e+00 0.000000e+00 0.000000e+00
8.853164e-05 2.456037e-05 -9.625010e-01 2.075000e+00 0.000000e+00 0.000000e+00
1.162222e-04 2.045394e-05 -9.625010e-01 2.125000e+00 0.000000e+00 0.000000e+00
1.884478e-04 2.736637e-05 -9.625010e-01 2.175000e+00 0.000000e+00 0.000000e+00
2.013132e-04 2.814258e-05 -9.625010e-01 2.225000e+00 0.000000e+00 0.000000e+00
1.577927e-04 2.431013e-05 -9.625010e-01 2.275000e+00 0.000000e+00 0.000000e+00
9.142787e-05 2.138253e-05 -9.625010e-01 2.325000e+00 0.000000e+00 0.000000e+00
9.857541e-05 2.450121e-05 -9.625010e-01 2.375000e+00 0.000000e+00 0.000000e+00
9.846874e-05 2.345057e-05 -9.625010e-01 2.425000e+00 0.000000e+00 0.000000e+00
1.237923e-04 2.202398e-05 -9.625010e-01 2.475000e+00 0.000000e+00 0.000000e+00
1.599645e-04 2.773263e-05 -9.625010e-01 2.525000e+00 0.000000e+00 0.000000e+00
1.637294e-04 2.730273e-05 -9.625010e-01 2.575000e+00 0.000000e+00 0.000000e+00
1.324803e-04 2.621689e-05 -9.625010e-01 2.625000e+00 0.000000e+00 0.000000e+00
1.721402e-04 2.874715e-05 -9.625010e-01 2.675000e+00 0.000000e+00 0.000000e+00
3.399761e-04 3.277728e-05 -9.625010e-01 2.725000e+00 0.000000e+00 0.000000e+00
3.980943e-04 3.285645e-05 -9.625010e-01 2.775000e+00 0.000000e+00 0.000000e+00
5.439896e-04 3.972029e-05 -9.625010e-01 2.825000e+00 0.000000e+00 0.000000e+00
5.330071e-04 3.824378e-05 -9.625010e-01 2.875000e+00 0.000000e+00 0.000000e+00
5.956075e-04 3.823503e-05 -9.625010e-01 2.925000e+00 0.000000e+00 0.000000e+00
5.694680e-04 3.656117e-05 -9.625010e-01 2.975000e+00 0.000000e+00 0.000000e+00
7.385292e-04 4.345459e-05 -9.625010e-01 3.025000e+00 0.000000e+00 0.000000e+00
7.673034e-04 4.306879e-05 -9.625010e-01 3.075000e+00 0.000000e+00 0.000000e+00
5.418408e-04 4.170245e-05 -9.625010e-01 3.125000e+00 0.000000e+00 0.000000e+00
4.042119e-04 3.430652e-05 -9.625010e-01 3.175000e+00 0.000000e+00 0.000000e+00
3.640358e-04 3.062715e-05 -9.625010e-01 3.225000e+00 0.000000e+00 0.000000e+00
3.732638e-04 3.192822e-05 -9.625010e-01 3.275000e+00 0.000000e+00 0.000000e+00
2.947208e-04 2.882265e-05 -9.625010e-01 3.325000e+00 0.000000e+00 0.000000e+00
2.058461e-04 2.583336e-05 -9.625010e-01 3.375000e+00 0.000000e+00 0.000000e+00
2.197290e-04 2.530441e-05 -9.625010e-01 3.425000e+00 0.000000e+00 0.000000e+00
2.315013e-04 2.640341e-05 -9.625010e-01 3.475000e+00 0.000000e+00 0.000000e+00
2.753754e-04 2.964290e-05 -9.625010e-01 3.525000e+00 0.000000e+00 0.000000e+00
2.813605e-04 3.067247e-05 -9.625010e-01 3.575000e+00 0.000000e+00 0.000000e+00
2.836996e-04 3.409529e-05 -9.625010e-01 3.625000e+00 0.000000e+00 0.000000e+00
3.027465e-04 3.711178e-05 -9.625010e-01 3.675000e+00 0.000000e+00 0.000000e+00
2.400923e-04 3.446913e-05 -9.625010e-01 3.725000e+00 0.000000e+00 0.000000e+00
1.766061e-04 3.741876e-05 -9.625010e-01 3.775000e+00 0.000000e+00 0.000000e+00
1.134218e-04 3.774582e-05 -9.625010e-01 3.825000e+00 0.000000e+00 0.000000e+00
2.086206e-04 4.417260e-05 -9.625010e-01 3.875000e+00 0.000000e+00 0.000000e+00
1.717198e-04 4.690298e-05 -9.625010e-01 3.925000e+00 0.000000e+00 0.000000e+00
1.944200e-04 5.825710e-05 -9.625010e-01 3.975000e+00 0.000000e+00 0.000000e+00
1.492391e-01 4.790651e-04 -9.375010e-01 2.500000e-02 0.000000e+00 0.000000e+00
1.673071e-01 4.930639e-04 -9.375010e-01 7.500000e-02 0.000000e+00 0.000000e+00
9.064234e-02 3.592299e-04 -9.375010e-01 1.250000e-01 0.000000e+00 0.000000e+00
2.225813e-02 1.542250e-04 -9.375010e-01 1.750000e-01 0.000000e+00 0.000000e+00
7.471450e-03 1.024496e-04 -9.375010e-01 2.250000e-01 0.000000e+00 0.000000e+00
4.122343e-03 7.912490e-05 -9.375010e-01 2.750000e-01 0.000000e+00 0.000000e+00
1.975592e-03 5.405072e-05 -9.375010e-01 3.250000e-01 0.000000e+00 0.000000e+00
9.966125e-04 3.959717e-05 -9.375010e-01 3.750000e-01 0.000000e+00 0.000000e+00
6.984700e-04 3.366327e-05 -9.375010e-01 4.250000e-01 0.000000e+00 0.000000e+00
4.802311e-04 3.024412e-05 -9.375010e-01 4.750000e-01 0.000000e+00 0.000000e+00
3.106206e-04 2.460701e-05 -9.375010e-01 5.250000e-01 0.000000e+00 0.000000e+00
2.150347e-04 2.017015e-05 -9.375010e-01 5.750000e-01 0.000000e+00 0.000000e+00
1.860123e-04 2.125239e-05 -9.375010e-01 6.250000e-01 0.000000e+00 0.000000e+00
1.511674e-04 1.990311e-05 -9.375010e-01 6.750000e-01 0.000000e+00 0.000000e+00
1.142879e-04 1.857123e-05 -9.375010e-01 7.250000e-01 0.000000e+00 0.000000e+00
9.252794e-05 1.984946e-05 -9.375010e-01 7.750000e-01 0.000000e+00 0.000000e+00
6.865226e-05 1.386184e-05 -9.375010e-01 8.250000e-01 0.000000e+00 0.000000e+00
8.875590e-05 2.020369e-05 -9.375010e-01 8.750000e-01 0.000000e+00 0.000000e+00
9.611229e-05 1.754075e-05 -9.375010e-01 9.250000e-01 0.000000e+00 0.000000e+00
6.253788e-05 2.171079e-05 -9.375010e-01 9.750000e-01 0.000000e+00 0.000000e+00
3.319593e-05 1.596704e-05 -9.375010e-01 1.025000e+00 0.000000e+00 0.000000e+00
8.534846e-05 1.591359e-05 -9.375010e-01 1.075000e+00 0.000000e+00 0.000000e+00
8.025973e-05 1.605563e-05 -9.375010e-01 1.125000e+00 0.000000e+00 0.000000e+00
6.259258e-05 1.763686e-05 -9.375010e-01 1.175000e+00 0.000000e+00 0.000000e+00
3.138554e-05 1.311351e-05 -9.375010e-01 1.225000e+00 0.000000e+00 0.000000e+00
7.497796e-05 1.578080e-05 -9.375010e-01 1.275000e+00 0.000000e+00 0.000000e+00
5.125098e-05 2.006348e-05 -9.375010e-01 1.325000e+00 0.000000e+00 0.000000e+00
4.863821e-05 1.716148e-05 -9.375010e-01 1.375000e+00 0.000000e+00 0.000000e+00
7.430808e-05 1.818054e-05 -9.375010e-01 1.425000e+00 0.000000e+00 0.000000e+00
8.565475e-05 2.134904e-05 -9.375010e-01 1.475000e+00 0.000000e+00 0.000000e+00
3.151868e-05 1.755000e-05 -9.375010e-01 1.525000e+00 0.000000e+00 0.000000e+00
1.191991e-05 1.567023e-05 -9.375010e-01 1.575000e+00 0.000000e+00 0.000000e+00
5.818704e-05 1.928727e-05 -9.375010e-01 1.625000e+00 0.000000e+00 0.000000e+00
6.168375e-05 1.635961e-05 -9.375010e-01 1.675000e+00 0.000000e+00 0.000000e+00
7.734101e-05 1.913429e-05 -9.375010e-01 1.725000e+00 0.000000e+00 0.000000e+00
7.199712e-05 2.024822e-05 -9.375010e-01 1.775000e+00 0.000000e+00 0.000000e+00
9.184193e-05 1.759493e-05 -9.375010e-01 1.825000e+00 0.000000e+00 0.000000e+00
7.345868e-05 1.941273e-05 -9.375010e-01 1.875000e+00 0.000000e+00 0.000000e+00
8.126554e-05 2.120273e-05 -9.375010e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.292917e-04 1.742675e-05 -9.375010e-01 1.975000e+00 0.000000e+00 0.000000e+00
1.788627e-04 2.442062e-05 -9.375010e-01 2.025000e+00 0.000000e+00 0.000000e+00
9.371891e-05 2.117628e-05 -9.375010e-01 2.075000e+00 0.000000e+00 0.000000e+00
1.099577e-04 1.842261e-05 -9.375010e-01 2.125000e+00 0.000000e+00 0.000000e+00
1.525428e-04 2.190162e-05 -9.375010e-01 2.175000e+00 0.000000e+00 0.000000e+00
2.197588e-04 2.691831e-05 -9.375010e-01 2.225000e+00 0.000000e+00 0.000000e+00
1.499812e-04 2.274424e-05 -9.375010e-01 2.275000e+00 0.000000e+00 0.000000e+00
1.277879e-04 2.538073e-05 -9.375010e-01 2.325000e+00 0.000000e+00 0.000000e+00
7.851023e-05 1.968759e-05 -9.375010e-01 2.375000e+00 0.000000e+00 0.000000e+00
6.374406e-05 2.282035e-05 -9.375010e-01 2.425000e+00 0.000000e+00 0.000000e+00
6.563036e-05 2.661475e-05 -9.375010e-01 2.475000e+00 0.000000e+00 0.000000e+00
1.770756e-04 2.670320e-05 -9.375010e-01 2.525000e+00 0.000000e+00 0.000000e+00
1.440186e-04 2.422099e-05 -9.375010e-01 2.575000e+00 0.000000e+00 0.000000e+00
1.828128e-04 2.357006e-05 -9.375010e-01 2.625000e+00 0.000000e+00 0.000000e+00
2.501813e-04 3.069745e-05 -9.375010e-01 2.675000e+00 0.000000e+00 0.000000e+00
3.262549e-04 2.921170e-05 -9.375010e-01 2.725000e+00 0.000000e+00 0.000000e+00
4.671058e-04 3.327190e-05 -9.375010e-01 2.775000e+00 0.000000e+00 0.000000e+00
5.273182e-04 4.056676e-05 -9.375010e-01 2.825000e+00 0.000000e+00 0.000000e+00
4.897409e-04 3.619070e-05 -9.375010e-01 2.875000e+00 0.000000e+00 0.000000e+00
6.168274e-04 4.060097e-05 -9.375010e-01 2.925000e+00 0.000000e+00 0.000000e+00
6.917159e-04 4.250521e-05 -9.375010e-01 2.975000e+00 0.000000e+00 0.000000e+00
7.445741e-04 4.001697e-05 -9.375010e-01 3.025000e+00 0.000000e+00 0.000000e+00
6.516563e-04 3.832334e-05 -9.375010e-01 3.075000e+00 0.000000e+00 0.000000e+00
5.263258e-04 3.757344e-05 -9.375010e-01 3.125000e+00 0.000000e+00 0.000000e+00
3.538999e-04 3.262845e-05 -9.375010e-01 3.175000e+00 0.000000e+00 0.000000e+00
3.051008e-04 3.077362e-05 -9.375010e-01 3.225000e+00 0.000000e+00 0.000000e+00
2.918659e-04 2.807074e-05 -9.375010e-01 3.275000e+00 0.000000e+00 0.000000e+00
2.213971e-04 2.483764e-05 -9.375010e-01 3.325000e+00 0.000000e+00 0.000000e+00
1.788118e-04 2.644284e-05 -9.375010e-01 3.375000e+00 0.000000e+00 0.000000e+00
2.355990e-04 2.661384e-05 -9.375010e-01 3.425000e+00 0.000000e+00 0.000000e+00
2.510070e-04 2.512386e-05 -9.375010e-01 3.475000e+00 0.000000e+00 0.000000e+00
3.494644e-04 3.255226e-05 -9.375010e-01 3.525000e+00 0.000000e+00 0.000000e+00
3.753632e-04 3.205560e-05 -9.375010e-01 3.575000e+00 0.000000e+00 0.000000e+00
3.987606e-04 3.926166e-05 -9.375010e-01 3.625000e+00 0.000000e+00 0.000000e+00
3.397297e-04 3.632838e-05 -9.375010e-01 3.675000e+00 0.000000e+00 0.000000e+00
2.008704e-04 3.965239e-05 -9.375010e-01 3.725000e+00 0.000000e+00 0.000000e+00
1.365542e-04 3.948459e-05 -9.375010e-01 3.775000e+00 0.000000e+00 0.000000e+00
1.371221e-04 3.905070e-05 -9.375010e-01 3.825000e+00 0.000000e+00 0.000000e+00
2.471082e-04 4.284519e-05 -9.375010e-01 3.875000e+00 0.000000e+00 0.000000e+00
1.965239e-04 4.845984e-05 -9.375010e-01 3.925000e+00 0.000000e+00 0.000000e+00
3.867624e-04 5.669176e-05 -9.375010e-01 3.975000e+00 0.000000e+00 0.000000e+00
7.543715e-02 3.543839e-04 -9.125010e-01 2.500000e-02 0.000000e+00 0.000000e+00
7.847591e-02 3.306139e-04 -9.125010e-01 7.500000e-02 0.000000e+00 0.000000e+00
4.239880e-02 2.292353e-04 -9.125010e-01 1.250000e-01 0.000000e+00 0.000000e+00
1.354518e-02 1.230313e-04 -9.125010e-01 1.750000e-01 0.000000e+00 0.000000e+00
6.632009e-03 9.738845e-05 -9.125010e-01 2.250000e-01 0.000000e+00 0.000000e+00
3.947353e-03 7.526210e-05 -9.125010e-01 2.750000e-01 0.000000e+00 0.000000e+00
2.015557e-03 5.502314e-05 -9.125010e-01 3.250000e-01 0.000000e+00 0.000000e+00
1.040359e-03 3.960281e-05 -9.125010e-01 3.750000e-01 0.000000e+00 0.000000e+00
7.682940e-04 3.569719e-05 -9.125010e-01 4.250000e-01 0.000000e+00 0.000000e+00
5.336742e-04 3.146962e-05 -9.125010e-01 4.750000e-01 0.000000e+00 0.000000e+00
3.465249e-04 2.389169e-05 -9.125010e-01 5.250000e-01 0.000000e+00 0.000000e+00
2.453095e-04 2.296636e-05 -9.125010e-01 5.750000e-01 0.000000e+00 0.000000e+00
1.774851e-04 2.154763e-05 -9.125010e-01 6.250000e-01 0.000000e+00 0.000000e+00
1.907320e-04 2.058635e-05 -9.125010e-01 6.750000e-01 0.000000e+00 0.000000e+00
1.237384e-04 1.824653e-05 -9.125010e-01 7.250000e-01 0.000000e+00 0.000000e+00
5.616992e-05 1.736834e-05 -9.125010e-01 7.750000e-01 0.000000e+00 0.000000e+00
8.555142e-05 1.727890e-05 -9.125010e-01 8.250000e-01 0.000000e+00 0.000000e+00
8.214639e-05 1.789417e-05 -9.125010e-01 8.750000e-01 0.000000e+00 0.000000e+00
9.993901e-05 1.795339e-05 -9.125010e-01 9.250000e-01 0.000000e+00 0.000000e+00
9.903954e-05 1.774288e-05 -9.125010e-01 9.750000e-01 0.000000e+00 0.000000e+00
6.733086e-05 1.624986e-05 -9.125010e-01 1.025000e+00 0.000000e+00 0.000000e+00
1.368828e-04 1.749257e-05 -9.125010e-01 1.075000e+00 0.000000e+00 0.000000e+00
1.183784e-04 1.725621e-05 -9.125010e-01 1.125000e+00 0.000000e+00 0.000000e+00
5.774067e-05 1.433156e-05 -9.125010e-01 1.175000e+00 0.000000e+00 0.000000e+00
8.425568e-05 1.633853e-05 -9.125010e-01 1.225000e+00 0.000000e+00 0.000000e+00
8.673263e-05 1.428233e-05 -9.125010e-01 1.275000e+00 0.000000e+00 0.000000e+00
5.710978e-05 1.448406e-05 -9.125010e-01 1.325000e+00 0.000000e+00 0.000000e+00
8.815169e-05 1.818933e-05 -9.125010e-01 1.375000e+00 0.000000e+00 0.000000e+00
6.402789e-05 2.044672e-05 -9.125010e-01 1.425000e+00 0.000000e+00 0.000000e+00
5.890886e-05 1.228021e-05 -9.125010e-01 1.475000e+00 0.000000e+00 0.000000e+00
8.043394e-05 1.798830e-05 -9.125010e-01 1.525000e+00 0.000000e+00 0.000000e+00
9.769223e-05 2.038108e-05 -9.125010e-01 1.575000e+00 0.000000e+00 0.000000e+00
1.041022e-04 1.829226e-05 -9.125010e-01 1.625000e+00 0.000000e+00 0.000000e+00
7.872562e-05 1.749872e-05 -9.125010e-01 1.675000e+00 0.000000e+00 0.000000e+00
1.036060e-04 2.053076e-05 -9.125010e-01 1.725000e+00 0.000000e+00 0.000000e+00
1.507328e-04 2.176466e-05 -9.125010e-01 1.775000e+00 0.000000e+00 0.000000e+00
1.030747e-04 2.108703e-05 -9.125010e-01 1.825000e+00 0.000000e+00 0.000000e+00
8.028203e-05 1.881605e-05 -9.125010e-01 1.875000e+00 0.000000e+00 0.000000e+00
7.224056e-05 2.127099e-05 -9.125010e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.046521e-04 2.265494e-05 -9.125010e-01 1.975000e+00 0.000000e+00 0.000000e+00
1.499796e-04 2.066792e-05 -9.125010e-01 2.025000e+00 0.000000e+00 0.000000e+00
1.053113e-04 2.179724e-05 -9.125010e-01 2.075000e+00 0.000000e+00 0.000000e+00
1.024349e-04 2.122157e-05 -9.125010e-01 2.125000e+00 0.000000e+00 0.000000e+00
1.048836e-04 2.462606e-05 -9.125010e-01 2.175000e+00 0.000000e+00 0.000000e+00
1.512419e-04 2.460586e-05 -9.125010e-01 2.225000e+00 0.000000e+00 0.000000e+00
1.746040e-04 2.374129e-05 -9.125010e-01 2.275000e+00 0.000000e+00 0.000000e+00
1.294009e-04 2.319024e-05 -9.125010e-01 2.325000e+00 0.000000e+00 0.000000e+00
7.202592e-05 2.318376e-05 -9.125010e-01 2.375000e+00 0.000000e+00 0.000000e+00
1.057872e-04 2.158348e-05 -9.125010e-01 2.425000e+00 0.000000e+00 0.000000e+00
1.076218e-04 2.257691e-05 -9.125010e-01 2.475000e+00 0.000000e+00 0.000000e+00
1.474781e-04 2.445330e-05 -9.125010e-01 2.525000e+00 0.000000e+00 0.000000e+00
1.684332e-04 2.509813e-05 -9.125010e-01 2.575000e+00 0.000000e+00 0.000000e+00
1.875881e-04 2.762754e-05 -9.125010e-01 2.625000e+00 0.000000e+00 0.000000e+00
2.597444e-04 2.849323e-05 -9.125010e-01 2.675000e+00 0.000000e+00 0.000000e+00
3.204089e-04 3.070872e-05 -9.125010e-01 2.725000e+00 0.000000e+00 0.000000e+00
4.461940e-04 3.387129e-05 -9.125010e-01 2.775000e+00 0.000000e+00 0.000000e+00
5.200938e-04 3.895587e-05 -9.125010e-01 2.825000e+00 0.000000e+00 0.000000e+00
6.101175e-04 3.661896e-05 -9.125010e-01 2.875000e+00 0.000000e+00 0.000000e+00
6.829543e-04 3.876760e-05 -9.125010e-01 2.925000e+00 0.000000e+00 0.000000e+00
6.834290e-04 3.994278e-05 -9.125010e-01 2.975000e+00 0.000000e+00 0.000000e+00
8.192694e-04 4.012710e-05 -9.125010e-01 3.025000e+00 0.000000e+00 0.000000e+00
6.930815e-04 3.668561e-05 -9.125010e-01 3.075000e+00 0.000000e+00 0.000000e+00
5.828274e-04 3.604006e-05 -9.125010e-01 3.125000e+00 0.000000e+00 0.000000e+00
3.729703e-04 3.026725e-05 -9.125010e-01 3.175000e+00 0.000000e+00 0.000000e+00
3.385243e-04 2.764664e-05 -9.125010e-01 3.225000e+00 0.000000e+00 0.000000e+00
2.963864e-04 2.628388e-05 -9.125010e-01 3.275000e+00 0.000000e+00 0.000000e+00
2.357027e-04 2.667793e-05 -9.125010e-01 3.325000e+00 0.000000e+00 0.000000e+00
2.879432e-04 2.775086e-05 -9.125010e-01 3.375000e+00 0.000000e+00 0.000000e+00
2.772394e-04 2.906242e-05 -9.125010e-01 3.425000e+00 0.000000e+00 0.000000e+00
2.930588e-04 3.003644e-05 -9.125010e-01 3.475000e+00 0.000000e+00 0.000000e+00
2.964162e-04 3.137824e-05 -9.125010e-01 3.525000e+00 0.000000e+00 0.000000e+00
3.423401e-04 3.354392e-05 -9.125010e-01 3.575000e+00 0.000000e+00 0.000000e+00
4.543982e-04 3.754305e-05 -9.125010e-01 3.625000e+00 0.000000e+00 0.000000e+00
4.317828e-04 4.049346e-05 -9.125010e-01 3.675000e+00 0.000000e+00 0.000000e+00
1.313359e-04 4.078381e-05 -9.125010e-01 3.725000e+00 0.000000e+00 0.000000e+00
1.247431e-04 4.053952e-05 -9.125010e-01 3.775000e+00 0.000000e+00 0.000000e+00
2.821116e-04 4.183010e-05 -9.125010e-01 3.825000e+00 0.000000e+00 0.000000e+00
3.103668e-04 4.523055e-05 -9.125010e-01 3.875000e+00 0.000000e+00 0.000000e+00
