# Intensity Error [0,K,0] DeltaE [0,0,L] [H,0,0]
#  shape: 160x80x1x1
5.418852e-03 6.339387e-05 8.749801e-02 2.125000e+00 0.000000e+00 0.000000e+00
4.509031e-03 5.796345e-05 8.749801e-02 2.175000e+00 0.000000e+00 0.000000e+00
2.946805e-03 4.707265e-05 8.749801e-02 2.225000e+00 0.000000e+00 0.000000e+00
1.785935e-03 3.718312e-05 8.749801e-02 2.275000e+00 0.000000e+00 0.000000e+00
1.090139e-03 3.077101e-05 8.749801e-02 2.325000e+00 0.000000e+00 0.000000e+00
6.464200e-04 2.587082e-05 8.749801e-02 2.375000e+00 0.000000e+00 0.000000e+00
4.302225e-04 2.187480e-05 8.749801e-02 2.425000e+00 0.000000e+00 0.000000e+00
2.822092e-04 1.945384e-05 8.749801e-02 2.475000e+00 0.000000e+00 0.000000e+00
2.215446e-04 1.928609e-05 8.749801e-02 2.525000e+00 0.000000e+00 0.000000e+00
2.261902e-04 1.912925e-05 8.749801e-02 2.575000e+00 0.000000e+00 0.000000e+00
1.928516e-04 1.746563e-05 8.749801e-02 2.625000e+00 0.000000e+00 0.000000e+00
1.421305e-04 1.808099e-05 8.749801e-02 2.675000e+00 0.000000e+00 0.000000e+00
1.588954e-04 1.856448e-05 8.749801e-02 2.725000e+00 0.000000e+00 0.000000e+00
1.357662e-04 1.967246e-05 8.749801e-02 2.775000e+00 0.000000e+00 0.000000e+00
1.812383e-04 1.879803e-05 8.749801e-02 2.825000e+00 0.000000e+00 0.000000e+00
1.243348e-04 2.113069e-05 8.749801e-02 2.875000e+00 0.000000e+00 0.000000e+00
1.318190e-04 1.973407e-05 8.749801e-02 2.925000e+00 0.000000e+00 0.000000e+00
7.159566e-05 2.027091e-05 8.749801e-02 2.975000e+00 0.000000e+00 0.000000e+00
6.081251e-05 2.020880e-05 8.749801e-02 3.025000e+00 0.000000e+00 0.000000e+00
1.224419e-04 2.098480e-05 8.749801e-02 3.075000e+00 0.000000e+00 0.000000e+00
1.375424e-04 1.993052e-05 8.749801e-02 3.125000e+00 0.000000e+00 0.000000e+00
1.066367e-04 1.995718e-05 8.749801e-02 3.175000e+00 0.000000e+00 0.000000e+00
8.192724e-05 2.208182e-05 8.749801e-02 3.225000e+00 0.000000e+00 0.000000e+00
7.624990e-05 2.436277e-05 8.749801e-02 3.275000e+00 0.000000e+00 0.000000e+00
9.785606e-05 2.344516e-05 8.749801e-02 3.325000e+00 0.000000e+00 0.000000e+00
1.062587e-04 2.458531e-05 8.749801e-02 3.375000e+00 0.000000e+00 0.000000e+00
8.022099e-05 2.673439e-05 8.749801e-02 3.425000e+00 0.000000e+00 0.000000e+00
9.696058e-05 2.421734e-05 8.749801e-02 3.475000e+00 0.000000e+00 0.000000e+00
6.819509e-05 2.788625e-05 8.749801e-02 3.525000e+00 0.000000e+00 0.000000e+00
2.111052e-04 2.844147e-05 8.749801e-02 3.575000e+00 0.000000e+00 0.000000e+00
2.687370e-04 3.292938e-05 8.749801e-02 3.625000e+00 0.000000e+00 0.000000e+00
2.063905e-04 3.492018e-05 8.749801e-02 3.675000e+00 0.000000e+00 0.000000e+00
2.285151e-04 3.537140e-05 8.749801e-02 3.725000e+00 0.000000e+00 0.000000e+00
2.097137e-04 3.530339e-05 8.749801e-02 3.775000e+00 0.000000e+00 0.000000e+00
1.982224e-04 3.363090e-05 8.749801e-02 3.825000e+00 0.000000e+00 0.000000e+00
1.857314e-04 3.718312e-05 8.749801e-02 3.875000e+00 0.000000e+00 0.000000e+00
1.247379e-04 3.730719e-05 8.749801e-02 3.925000e+00 0.000000e+00 0.000000e+00
8.492963e-05 4.711203e-05 8.749801e-02 3.975000e+00 0.000000e+00 0.000000e+00
6.877823e-02 1.990410e-04 1.124980e-01 2.500000e-02 0.000000e+00 0.000000e+00
6.848864e-02 1.841438e-04 1.124980e-01 7.500000e-02 0.000000e+00 0.000000e+00
3.623706e-02 1.274129e-04 1.124980e-01 1.250000e-01 0.000000e+00 0.000000e+00
1.173903e-02 6.771059e-05 1.124980e-01 1.750000e-01 0.000000e+00 0.000000e+00
4.733083e-03 4.527352e-05 1.124980e-01 2.250000e-01 0.000000e+00 0.000000e+00
2.599145e-03 3.438573e-05 1.124980e-01 2.750000e-01 0.000000e+00 0.000000e+00
1.364759e-03 2.430204e-05 1.124980e-01 3.250000e-01 0.000000e+00 0.000000e+00
7.909908e-04 1.910512e-05 1.124980e-01 3.750000e-01 0.000000e+00 0.000000e+00
5.655990e-04 1.611423e-05 1.124980e-01 4.250000e-01 0.000000e+00 0.000000e+00
3.800846e-04 1.327336e-05 1.124980e-01 4.750000e-01 0.000000e+00 0.000000e+00
2.568039e-04 1.149860e-05 1.124980e-01 5.250000e-01 0.000000e+00 0.000000e+00
1.946746e-04 1.043535e-05 1.124980e-01 5.750000e-01 0.000000e+00 0.000000e+00
1.690634e-04 1.047946e-05 1.124980e-01 6.250000e-01 0.000000e+00 0.000000e+00
1.324079e-04 9.255377e-06 1.124980e-01 6.750000e-01 0.000000e+00 0.000000e+00
1.470220e-04 1.008470e-05 1.124980e-01 7.250000e-01 0.000000e+00 0.000000e+00
1.435839e-04 1.008458e-05 1.124980e-01 7.750000e-01 0.000000e+00 0.000000e+00
1.094380e-04 9.432138e-06 1.124980e-01 8.250000e-01 0.000000e+00 0.000000e+00
1.260690e-04 9.783264e-06 1.124980e-01 8.750000e-01 0.000000e+00 0.000000e+00
1.664250e-04 1.098944e-05 1.124980e-01 9.250000e-01 0.000000e+00 0.000000e+00
1.416280e-04 9.954065e-06 1.124980e-01 9.750000e-01 0.000000e+00 0.000000e+00
1.260017e-04 1.102737e-05 1.124980e-01 1.025000e+00 0.000000e+00 0.000000e+00
1.233258e-04 1.125623e-05 1.124980e-01 1.075000e+00 0.000000e+00 0.000000e+00
1.517602e-04 1.102487e-05 1.124980e-01 1.125000e+00 0.000000e+00 0.000000e+00
1.549642e-04 1.111139e-05 1.124980e-01 1.175000e+00 0.000000e+00 0.000000e+00
1.786105e-04 1.131847e-05 1.124980e-01 1.225000e+00 0.000000e+00 0.000000e+00
2.048704e-04 1.261764e-05 1.124980e-01 1.275000e+00 0.000000e+00 0.000000e+00
2.453637e-04 1.357731e-05 1.124980e-01 1.325000e+00 0.000000e+00 0.000000e+00
2.996216e-04 1.492134e-05 1.124980e-01 1.375000e+00 0.000000e+00 0.000000e+00
2.997619e-04 1.560134e-05 1.124980e-01 1.425000e+00 0.000000e+00 0.000000e+00
2.822078e-04 1.441263e-05 1.124980e-01 1.475000e+00 0.000000e+00 0.000000e+00
3.019144e-04 1.540127e-05 1.124980e-01 1.525000e+00 0.000000e+00 0.000000e+00
3.587846e-04 1.706522e-05 1.124980e-01 1.575000e+00 0.000000e+00 0.000000e+00
4.687303e-04 1.904502e-05 1.124980e-01 1.625000e+00 0.000000e+00 0.000000e+00
5.122911e-04 1.921184e-05 1.124980e-01 1.675000e+00 0.000000e+00 0.000000e+00
5.752971e-04 2.098208e-05 1.124980e-01 1.725000e+00 0.000000e+00 0.000000e+00
7.088383e-04 2.310694e-05 1.124980e-01 1.775000e+00 0.000000e+00 0.000000e+00
7.561908e-04 2.300513e-05 1.124980e-01 1.825000e+00 0.000000e+00 0.000000e+00
9.541247e-04 2.653977e-05 1.124980e-01 1.875000e+00 0.000000e+00 0.000000e+00
1.312780e-03 3.085659e-05 1.124980e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.987934e-03 3.690279e-05 1.124980e-01 1.975000e+00 0.000000e+00 0.000000e+00
3.249996e-03 4.826764e-05 1.124980e-01 2.025000e+00 0.000000e+00 0.000000e+00
4.784137e-03 5.920534e-05 1.124980e-01 2.075000e+00 0.000000e+00 0.000000e+00
5.481028e-03 6.445490e-05 1.124980e-01 2.125000e+00 0.000000e+00 0.000000e+00
4.760147e-03 6.013852e-05 1.124980e-01 2.175000e+00 0.000000e+00 0.000000e+00
3.173189e-03 4.870153e-05 1.124980e-01 2.225000e+00 0.000000e+00 0.000000e+00
1.902889e-03 3.902673e-05 1.124980e-01 2.275000e+00 0.000000e+00 0.000000e+00
1.135694e-03 3.111322e-05 1.124980e-01 2.325000e+00 0.000000e+00 0.000000e+00
6.592413e-04 2.575694e-05 1.124980e-01 2.375000e+00 0.000000e+00 0.000000e+00
4.625669e-04 2.492653e-05 1.124980e-01 2.425000e+00 0.000000e+00 0.000000e+00
3.014201e-04 1.949354e-05 1.124980e-01 2.475000e+00 0.000000e+00 0.000000e+00
2.506069e-04 2.034364e-05 1.124980e-01 2.525000e+00 0.000000e+00 0.000000e+00
2.505941e-04 1.954194e-05 1.124980e-01 2.575000e+00 0.000000e+00 0.000000e+00
2.115871e-04 1.847376e-05 1.124980e-01 2.625000e+00 0.000000e+00 0.000000e+00
1.835269e-04 1.880560e-05 1.124980e-01 2.675000e+00 0.000000e+00 0.000000e+00
1.214438e-04 1.707019e-05 1.124980e-01 2.725000e+00 0.000000e+00 0.000000e+00
1.374627e-04 2.001711e-05 1.124980e-01 2.775000e+00 0.000000e+00 0.000000e+00
1.246400e-04 1.933623e-05 1.124980e-01 2.825000e+00 0.000000e+00 0.000000e+00
1.082200e-04 2.123600e-05 1.124980e-01 2.875000e+00 0.000000e+00 0.000000e+00
8.492323e-05 1.932331e-05 1.124980e-01 2.925000e+00 0.000000e+00 0.000000e+00
1.207881e-04 2.224481e-05 1.124980e-01 2.975000e+00 0.000000e+00 0.000000e+00
1.015571e-04 2.046068e-05 1.124980e-01 3.025000e+00 0.000000e+00 0.000000e+00
1.265140e-04 2.094937e-05 1.124980e-01 3.075000e+00 0.000000e+00 0.000000e+00
1.209981e-04 2.035801e-05 1.124980e-01 3.125000e+00 0.000000e+00 0.000000e+00
1.503091e-04 2.342950e-05 1.124980e-01 3.175000e+00 0.000000e+00 0.000000e+00
1.328518e-04 2.327018e-05 1.124980e-01 3.225000e+00 0.000000e+00 0.000000e+00
1.047959e-04 2.304226e-05 1.124980e-01 3.275000e+00 0.000000e+00 0.000000e+00
5.006197e-05 2.158330e-05 1.124980e-01 3.325000e+00 0.000000e+00 0.000000e+00
5.995672e-05 2.431863e-05 1.124980e-01 3.375000e+00 0.000000e+00 0.000000e+00
9.970656e-05 2.703982e-05 1.124980e-01 3.425000e+00 0.000000e+00 0.000000e+00
1.151656e-04 2.560359e-05 1.124980e-01 3.475000e+00 0.000000e+00 0.000000e+00
9.501607e-05 2.822908e-05 1.124980e-01 3.525000e+00 0.000000e+00 0.000000e+00
9.662313e-05 2.809274e-05 1.124980e-01 3.575000e+00 0.000000e+00 0.000000e+00
1.523507e-04 3.273925e-05 1.124980e-01 3.625000e+00 0.000000e+00 0.000000e+00
2.656755e-04 3.688704e-05 1.124980e-01 3.675000e+00 0.000000e+00 0.000000e+00
2.750523e-04 3.696698e-05 1.124980e-01 3.725000e+00 0.000000e+00 0.000000e+00
3.158837e-04 3.856309e-05 1.124980e-01 3.775000e+00 0.000000e+00 0.000000e+00
2.699591e-04 3.248341e-05 1.124980e-01 3.825000e+00 0.000000e+00 0.000000e+00
2.432860e-04 3.804166e-05 1.124980e-01 3.875000e+00 0.000000e+00 0.000000e+00
1.592085e-04 4.162447e-05 1.124980e-01 3.925000e+00 0.000000e+00 0.000000e+00
1.335682e-04 4.192871e-05 1.124980e-01 3.975000e+00 0.000000e+00 0.000000e+00
6.045486e-02 1.924885e-04 1.374980e-01 2.500000e-02 0.000000e+00 0.000000e+00
6.091792e-02 1.792372e-04 1.374980e-01 7.500000e-02 0.000000e+00 0.000000e+00
3.306775e-02 1.263139e-04 1.374980e-01 1.250000e-01 0.000000e+00 0.000000e+00
1.135292e-02 6.993858e-05 1.374980e-01 1.750000e-01 0.000000e+00 0.000000e+00
4.910444e-03 4.882425e-05 1.374980e-01 2.250000e-01 0.000000e+00 0.000000e+00
2.722111e-03 3.699922e-05 1.374980e-01 2.750000e-01 0.000000e+00 0.000000e+00
1.404736e-03 2.610401e-05 1.374980e-01 3.250000e-01 0.000000e+00 0.000000e+00
7.873362e-04 1.988760e-05 1.374980e-01 3.750000e-01 0.000000e+00 0.000000e+00
5.496674e-04 1.651011e-05 1.374980e-01 4.250000e-01 0.000000e+00 0.000000e+00
3.777564e-04 1.407688e-05 1.374980e-01 4.750000e-01 0.000000e+00 0.000000e+00
2.476836e-04 1.125481e-05 1.374980e-01 5.250000e-01 0.000000e+00 0.000000e+00
1.941714e-04 1.043529e-05 1.374980e-01 5.750000e-01 0.000000e+00 0.000000e+00
1.702910e-04 1.027079e-05 1.374980e-01 6.250000e-01 0.000000e+00 0.000000e+00
1.667892e-04 1.039672e-05 1.374980e-01 6.750000e-01 0.000000e+00 0.000000e+00
1.383011e-04 8.962751e-06 1.374980e-01 7.250000e-01 0.000000e+00 0.000000e+00
1.273369e-04 9.371727e-06 1.374980e-01 7.750000e-01 0.000000e+00 0.000000e+00
1.108418e-04 9.960267e-06 1.374980e-01 8.250000e-01 0.000000e+00 0.000000e+00
1.084245e-04 8.374502e-06 1.374980e-01 8.750000e-01 0.000000e+00 0.000000e+00
1.341235e-04 1.056779e-05 1.374980e-01 9.250000e-01 0.000000e+00 0.000000e+00
1.263685e-04 1.022760e-05 1.374980e-01 9.750000e-01 0.000000e+00 0.000000e+00
1.230548e-04 1.031899e-05 1.374980e-01 1.025000e+00 0.000000e+00 0.000000e+00
1.319605e-04 1.065800e-05 1.374980e-01 1.075000e+00 0.000000e+00 0.000000e+00
1.572186e-04 1.093429e-05 1.374980e-01 1.125000e+00 0.000000e+00 0.000000e+00
1.772517e-04 1.162455e-05 1.374980e-01 1.175000e+00 0.000000e+00 0.000000e+00
1.826111e-04 1.196713e-05 1.374980e-01 1.225000e+00 0.000000e+00 0.000000e+00
2.171779e-04 1.334087e-05 1.374980e-01 1.275000e+00 0.000000e+00 0.000000e+00
2.467313e-04 1.300217e-05 1.374980e-01 1.325000e+00 0.000000e+00 0.000000e+00
2.884705e-04 1.458411e-05 1.374980e-01 1.375000e+00 0.000000e+00 0.000000e+00
2.754500e-04 1.498330e-05 1.374980e-01 1.425000e+00 0.000000e+00 0.000000e+00
3.205609e-04 1.589851e-05 1.374980e-01 1.475000e+00 0.000000e+00 0.000000e+00
3.213370e-04 1.565052e-05 1.374980e-01 1.525000e+00 0.000000e+00 0.000000e+00
3.701460e-04 1.663079e-05 1.374980e-01 1.575000e+00 0.000000e+00 0.000000e+00
4.358624e-04 1.841403e-05 1.374980e-01 1.625000e+00 0.000000e+00 0.000000e+00
4.609691e-04 1.946028e-05 1.374980e-01 1.675000e+00 0.000000e+00 0.000000e+00
5.242688e-04 2.072145e-05 1.374980e-01 1.725000e+00 0.000000e+00 0.000000e+00
6.538708e-04 2.212392e-05 1.374980e-01 1.775000e+00 0.000000e+00 0.000000e+00
7.287888e-04 2.318266e-05 1.374980e-01 1.825000e+00 0.000000e+00 0.000000e+00
9.251744e-04 2.657710e-05 1.374980e-01 1.875000e+00 0.000000e+00 0.000000e+00
1.252901e-03 3.005079e-05 1.374980e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.910308e-03 3.712837e-05 1.374980e-01 1.975000e+00 0.000000e+00 0.000000e+00
3.067799e-03 4.674145e-05 1.374980e-01 2.025000e+00 0.000000e+00 0.000000e+00
4.567226e-03 5.799149e-05 1.374980e-01 2.075000e+00 0.000000e+00 0.000000e+00
5.388504e-03 6.385514e-05 1.374980e-01 2.125000e+00 0.000000e+00 0.000000e+00
4.978763e-03 6.197471e-05 1.374980e-01 2.175000e+00 0.000000e+00 0.000000e+00
3.458714e-03 5.163977e-05 1.374980e-01 2.225000e+00 0.000000e+00 0.000000e+00
2.048989e-03 3.973119e-05 1.374980e-01 2.275000e+00 0.000000e+00 0.000000e+00
1.208892e-03 3.155900e-05 1.374980e-01 2.325000e+00 0.000000e+00 0.000000e+00
7.809320e-04 2.735026e-05 1.374980e-01 2.375000e+00 0.000000e+00 0.000000e+00
4.844948e-04 2.298654e-05 1.374980e-01 2.425000e+00 0.000000e+00 0.000000e+00
4.019085e-04 2.252135e-05 1.374980e-01 2.475000e+00 0.000000e+00 0.000000e+00
2.623679e-04 2.102754e-05 1.374980e-01 2.525000e+00 0.000000e+00 0.000000e+00
2.243410e-04 1.944084e-05 1.374980e-01 2.575000e+00 0.000000e+00 0.000000e+00
2.153260e-04 2.007021e-05 1.374980e-01 2.625000e+00 0.000000e+00 0.000000e+00
1.836155e-04 1.972335e-05 1.374980e-01 2.675000e+00 0.000000e+00 0.000000e+00
1.518574e-04 1.733713e-05 1.374980e-01 2.725000e+00 0.000000e+00 0.000000e+00
1.370185e-04 1.962216e-05 1.374980e-01 2.775000e+00 0.000000e+00 0.000000e+00
1.780758e-04 1.936983e-05 1.374980e-01 2.825000e+00 0.000000e+00 0.000000e+00
1.035115e-04 1.987773e-05 1.374980e-01 2.875000e+00 0.000000e+00 0.000000e+00
9.198084e-05 1.976646e-05 1.374980e-01 2.925000e+00 0.000000e+00 0.000000e+00
9.412224e-05 2.070863e-05 1.374980e-01 2.975000e+00 0.000000e+00 0.000000e+00
8.977305e-05 1.824405e-05 1.374980e-01 3.025000e+00 0.000000e+00 0.000000e+00
9.661735e-05 1.995707e-05 1.374980e-01 3.075000e+00 0.000000e+00 0.000000e+00
7.328632e-05 2.229560e-05 1.374980e-01 3.125000e+00 0.000000e+00 0.000000e+00
1.374675e-04 2.260719e-05 1.374980e-01 3.175000e+00 0.000000e+00 0.000000e+00
7.735002e-05 2.170943e-05 1.374980e-01 3.225000e+00 0.000000e+00 0.000000e+00
9.013188e-05 2.307421e-05 1.374980e-01 3.275000e+00 0.000000e+00 0.000000e+00
1.371819e-04 2.413385e-05 1.374980e-01 3.325000e+00 0.000000e+00 0.000000e+00
1.255502e-04 2.434885e-05 1.374980e-01 3.375000e+00 0.000000e+00 0.000000e+00
1.218125e-04 2.710342e-05 1.374980e-01 3.425000e+00 0.000000e+00 0.000000e+00
8.252178e-05 2.767329e-05 1.374980e-01 3.475000e+00 0.000000e+00 0.000000e+00
1.235221e-04 2.501310e-05 1.374980e-01 3.525000e+00 0.000000e+00 0.000000e+00
1.203982e-04 2.722959e-05 1.374980e-01 3.575000e+00 0.000000e+00 0.000000e+00
2.254308e-04 3.081920e-05 1.374980e-01 3.625000e+00 0.000000e+00 0.000000e+00
2.451846e-04 3.115881e-05 1.374980e-01 3.675000e+00 0.000000e+00 0.000000e+00
3.563278e-04 3.832968e-05 1.374980e-01 3.725000e+00 0.000000e+00 0.000000e+00
3.305602e-04 3.801051e-05 1.374980e-01 3.775000e+00 0.000000e+00 0.000000e+00
2.418044e-04 3.936427e-05 1.374980e-01 3.825000e+00 0.000000e+00 0.000000e+00
1.560574e-04 4.176523e-05 1.374980e-01 3.875000e+00 0.000000e+00 0.000000e+00
4.694293e-05 3.836030e-05 1.374980e-01 3.925000e+00 0.000000e+00 0.000000e+00
8.198504e-05 4.583773e-05 1.374980e-01 3.975000e+00 0.000000e+00 0.000000e+00
5.639685e-02 1.925101e-04 1.624979e-01 2.500000e-02 0.000000e+00 0.000000e+00
5.661453e-02 1.781137e-04 1.624979e-01 7.500000e-02 0.000000e+00 0.000000e+00
3.127204e-02 1.273105e-04 1.624979e-01 1.250000e-01 0.000000e+00 0.000000e+00
1.087724e-02 7.025471e-05 1.624979e-01 1.750000e-01 0.000000e+00 0.000000e+00
4.820046e-03 4.985863e-05 1.624979e-01 2.250000e-01 0.000000e+00 0.000000e+00
2.723811e-03 3.818356e-05 1.624979e-01 2.750000e-01 0.000000e+00 0.000000e+00
1.374272e-03 2.654070e-05 1.624979e-01 3.250000e-01 0.000000e+00 0.000000e+00
7.692125e-04 2.049444e-05 1.624979e-01 3.750000e-01 0.000000e+00 0.000000e+00
5.665331e-04 1.821887e-05 1.624979e-01 4.250000e-01 0.000000e+00 0.000000e+00
3.764315e-04 1.490165e-05 1.624979e-01 4.750000e-01 0.000000e+00 0.000000e+00
2.771079e-04 1.278358e-05 1.624979e-01 5.250000e-01 0.000000e+00 0.000000e+00
2.158753e-04 1.129481e-05 1.624979e-01 5.750000e-01 0.000000e+00 0.000000e+00
1.834664e-04 1.097143e-05 1.624979e-01 6.250000e-01 0.000000e+00 0.000000e+00
1.571943e-04 1.059797e-05 1.624979e-01 6.750000e-01 0.000000e+00 0.000000e+00
1.434694e-04 9.772387e-06 1.624979e-01 7.250000e-01 0.000000e+00 0.000000e+00
1.292361e-04 9.615852e-06 1.624979e-01 7.750000e-01 0.000000e+00 0.000000e+00
1.171445e-04 9.078110e-06 1.624979e-01 8.250000e-01 0.000000e+00 0.000000e+00
1.221677e-04 9.556101e-06 1.624979e-01 8.750000e-01 0.000000e+00 0.000000e+00
1.150864e-04 9.900144e-06 1.624979e-01 9.250000e-01 0.000000e+00 0.000000e+00
1.284908e-04 9.293822e-06 1.624979e-01 9.750000e-01 0.000000e+00 0.000000e+00
1.002871e-04 9.414151e-06 1.624979e-01 1.025000e+00 0.000000e+00 0.000000e+00
1.403353e-04 1.089845e-05 1.624979e-01 1.075000e+00 0.000000e+00 0.000000e+00
1.622742e-04 1.179710e-05 1.624979e-01 1.125000e+00 0.000000e+00 0.000000e+00
1.626414e-04 1.091124e-05 1.624979e-01 1.175000e+00 0.000000e+00 0.000000e+00
1.850946e-04 1.236630e-05 1.624979e-01 1.225000e+00 0.000000e+00 0.000000e+00
2.064598e-04 1.241082e-05 1.624979e-01 1.275000e+00 0.000000e+00 0.000000e+00
2.144888e-04 1.287035e-05 1.624979e-01 1.325000e+00 0.000000e+00 0.000000e+00
2.388612e-04 1.411537e-05 1.624979e-01 1.375000e+00 0.000000e+00 0.000000e+00
2.291717e-04 1.393367e-05 1.624979e-01 1.425000e+00 0.000000e+00 0.000000e+00
3.182046e-04 1.525765e-05 1.624979e-01 1.475000e+00 0.000000e+00 0.000000e+00
3.427811e-04 1.567720e-05 1.624979e-01 1.525000e+00 0.000000e+00 0.000000e+00
3.923917e-04 1.663466e-05 1.624979e-01 1.575000e+00 0.000000e+00 0.000000e+00
4.604940e-04 1.893094e-05 1.624979e-01 1.625000e+00 0.000000e+00 0.000000e+00
4.774440e-04 1.937752e-05 1.624979e-01 1.675000e+00 0.000000e+00 0.000000e+00
4.992521e-04 1.914488e-05 1.624979e-01 1.725000e+00 0.000000e+00 0.000000e+00
6.099869e-04 2.216632e-05 1.624979e-01 1.775000e+00 0.000000e+00 0.000000e+00
6.955388e-04 2.290955e-05 1.624979e-01 1.825000e+00 0.000000e+00 0.000000e+00
8.556363e-04 2.577506e-05 1.624979e-01 1.875000e+00 0.000000e+00 0.000000e+00
1.145726e-03 2.923676e-05 1.624979e-01 1.925000e+00 0.000000e+00 0.000000e+00
1.731454e-03 3.576379e-05 1.624979e-01 1.975000e+00 0.000000e+00 0.000000e+00
2.822156e-03 4.564016e-05 1.624979e-01 2.025000e+00 0.000000e+00 0.000000e+00
4.202250e-03 5.601313e-05 1.624979e-01 2.075000e+00 0.000000e+00 0.000000e+00
5.266833e-03 6.327685e-05 1.624979e-01 2.125000e+00 0.000000e+00 0.000000e+00
5.120271e-03 6.371567e-05 1.624979e-01 2.175000e+00 0.000000e+00 0.000000e+00
3.701357e-03 5.416719e-05 1.624979e-01 2.225000e+00 0.000000e+00 0.000000e+00
2.291308e-03 4.245186e-05 1.624979e-01 2.275000e+00 0.000000e+00 0.000000e+00
1.400683e-03 3.484160e-05 1.624979e-01 2.325000e+00 0.000000e+00 0.000000e+00
8.492649e-04 2.837711e-05 1.624979e-01 2.375000e+00 0.000000e+00 0.000000e+00
5.623455e-04 2.419560e-05 1.624979e-01 2.425000e+00 0.000000e+00 0.000000e+00
4.084599e-04 2.142212e-05 1.624979e-01 2.475000e+00 0.000000e+00 0.000000e+00
3.074134e-04 2.099374e-05 1.624979e-01 2.525000e+00 0.000000e+00 0.000000e+00
2.150671e-04 2.021698e-05 1.624979e-01 2.575000e+00 0.000000e+00 0.000000e+00
2.077223e-04 2.000030e-05 1.624979e-01 2.625000e+00 0.000000e+00 0.000000e+00
1.619049e-04 2.019622e-05 1.624979e-01 2.675000e+00 0.000000e+00 0.000000e+00
1.247676e-04 1.871028e-05 1.624979e-01 2.725000e+00 0.000000e+00 0.000000e+00
1.249788e-04 1.977109e-05 1.624979e-01 2.775000e+00 0.000000e+00 0.000000e+00
1.500223e-04 1.923702e-05 1.624979e-01 2.825000e+00 0.000000e+00 0.000000e+00
1.215179e-04 2.011639e-05 1.624979e-01 2.875000e+00 0.000000e+00 0.000000e+00
1.098552e-04 1.971038e-05 1.624979e-01 2.925000e+00 0.000000e+00 0.000000e+00
9.102842e-05 1.958513e-05 1.624979e-01 2.975000e+00 0.000000e+00 0.000000e+00
9.699979e-05 2.006859e-05 1.624979e-01 3.025000e+00 0.000000e+00 0.000000e+00
1.276272e-04 2.145599e-05 1.624979e-01 3.075000e+00 0.000000e+00 0.000000e+00
6.981141e-05 1.964546e-05 1.624979e-01 3.125000e+00 0.000000e+00 0.000000e+00
9.537205e-05 1.986072e-05 1.624979e-01 3.175000e+00 0.000000e+00 0.000000e+00
1.074470e-04 2.218981e-05 1.624979e-01 3.225000e+00 0.000000e+00 0.000000e+00
1.224448e-04 2.308477e-05 1.624979e-01 3.275000e+00 0.000000e+00 0.000000e+00
1.319325e-04 2.520491e-05 1.624979e-01 3.325000e+00 0.000000e+00 0.000000e+00
9.233033e-05 2.412099e-05 1.624979e-01 3.375000e+00 0.000000e+00 0.000000e+00
1.624416e-04 2.542310e-05 1.624979e-01 3.425000e+00 0.000000e+00 0.000000e+00
1.269167e-04 2.866830e-05 1.624979e-01 3.475000e+00 0.000000e+00 0.000000e+00
9.603054e-05 2.811460e-05 1.624979e-01 3.525000e+00 0.000000e+00 0.000000e+00
1.445698e-04 2.777652e-05 1.624979e-01 3.575000e+00 0.000000e+00 0.000000e+00
2.147668e-04 3.134327e-05 1.624979e-01 3.625000e+00 0.000000e+00 0.000000e+00
2.462214e-04 3.494221e-05 1.624979e-01 3.675000e+00 0.000000e+00 0.000000e+00
3.507342e-04 3.895922e-05 1.624979e-01 3.725000e+00 0.000000e+00 0.000000e+00
2.481626e-04 3.764118e-05 1.624979e-01 3.775000e+00 0.000000e+00 0.000000e+00
1.816045e-04 4.005893e-05 1.624979e-01 3.825000e+00 0.000000e+00 0.000000e+00
1.303635e-04 4.169796e-05 1.624979e-01 3.875000e+00 0.000000e+00 0.000000e+00
9.338696e-05 4.060114e-05 1.624979e-01 3.925000e+00 0.000000e+00 0.000000e+00
1.185116e-04 4.598015e-05 1.624979e-01 3.975000e+00 0.000000e+00 0.000000e+00
5.365071e-02 1.924278e-04 1.874979e-01 2.500000e-02 0.000000e+00 0.000000e+00
5.487602e-02 1.809127e-04 1.874979e-01 7.500000e-02 0.000000e+00 0.000000e+00
3.021253e-02 1.283271e-04 1.874979e-01 1.250000e-01 0.000000e+00 0.000000e+00
1.084491e-02 7.305281e-05 1.874979e-01 1.750000e-01 0.000000e+00 0.000000e+00
4.868377e-03 5.182259e-05 1.874979e-01 2.250000e-01 0.000000e+00 0.000000e+00
2.770315e-03 3.976902e-05 1.874979e-01 2.750000e-01 0.000000e+00 0.000000e+00
1.428931e-03 2.852088e-05 1.874979e-01 3.250000e-01 0.000000e+00 0.000000e+00
8.040372e-04 2.175951e-05 1.874979e-01 3.750000e-01 0.000000e+00 0.000000e+00
5.617000e-04 1.859319e-05 1.874979e-01 4.250000e-01 0.000000e+00 0.000000e+00
3.858393e-04 1.570665e-05 1.874979e-01 4.750000e-01 0.000000e+00 0.000000e+00
2.875535e-04 1.400946e-05 1.874979e-01 5.250000e-01 0.000000e+00 0.000000e+00
1.906717e-04 1.059918e-05 1.874979e-01 5.750000e-01 0.000000e+00 0.000000e+00
